x,y,RSSIA,RSSIB,RSSIC,RP
2.77,3.17,57,65,40,C1
1.66,1.9,57,47,56,B1
1.66,3.17,50,57,50,B2
1.66,0.64,54,62,55,A4
1.66,1.9,54,40,71,B1
1.66,1.9,46,41,41,B1
1.66,0.64,57,46,79,A4
0.55,1.9,61,50,50,A2
2.77,1.9,55,42,72,B4
1.66,0.64,51,40,45,A4
1.66,0.64,31,49,75,A4
2.77,1.9,41,47,58,B4
1.66,1.9,58,54,61,B1
2.77,0.64,42,53,65,B3
1.66,1.9,47,54,45,B1
3.88,3.17,48,54,47,C4
0.55,3.17,60,48,61,A3
1.66,1.9,46,46,53,B1
3.88,3.17,47,50,26,C4
1.66,1.9,54,62,64,B1
1.66,1.9,58,45,50,B1
3.88,1.9,48,61,57,C3
0.55,0.64,42,50,53,A1
2.77,3.17,53,43,40,C1
0.55,1.9,43,38,63,A2
3.88,0.64,45,40,32,C2
2.77,1.9,49,44,70,B4
3.88,1.9,48,69,53,C3
0.55,1.9,52,63,53,A2
3.88,1.9,46,44,57,C3
1.66,1.9,15,53,51,B1
0.55,3.17,35,52,75,A3
0.55,1.9,56,59,62,A2
0.55,3.17,48,56,59,A3
1.66,1.9,58,49,66,B1
2.77,0.64,54,46,68,B3
1.66,3.17,33,41,55,B2
3.88,0.64,43,30,61,C2
1.66,0.64,54,42,55,A4
1.66,0.64,57,46,61,A4
0.55,0.64,50,37,55,A1
0.55,3.17,55,43,46,A3
0.55,3.17,53,54,63,A3
0.55,3.17,46,43,56,A3
0.55,3.17,36,40,31,A3
0.55,3.17,44,28,63,A3
0.55,0.64,56,58,50,A1
0.55,0.64,32,65,45,A1
0.55,1.9,54,41,42,A2
0.55,0.64,54,34,69,A1
3.88,3.17,60,34,73,C4
0.55,1.9,40,65,45,A2
0.55,0.64,42,47,72,A1
3.88,3.17,45,39,63,C4
1.66,1.9,44,26,52,B1
2.77,1.9,60,43,41,B4
0.55,1.9,46,44,77,A2
0.55,3.17,46,65,71,A3
2.77,0.64,30,54,38,B3
3.88,3.17,31,51,59,C4
1.66,0.64,21,42,40,A4
1.66,1.9,47,61,41,B1
3.88,3.17,52,53,36,C4
2.77,3.17,47,49,44,C1
2.77,3.17,55,46,53,C1
2.77,0.64,42,73,54,B3
2.77,1.9,47,43,41,B4
3.88,3.17,51,52,48,C4
2.77,1.9,59,43,57,B4
3.88,3.17,52,49,58,C4
0.55,0.64,43,57,61,A1
1.66,3.17,42,50,45,B2
2.77,3.17,51,56,60,C1
0.55,1.9,54,49,59,A2
2.77,0.64,58,40,59,B3
0.55,1.9,50,51,58,A2
0.55,1.9,55,46,52,A2
3.88,1.9,39,53,73,C3
1.66,1.9,49,51,47,B1
3.88,3.17,52,44,48,C4
1.66,0.64,44,48,45,A4
1.66,3.17,53,41,53,B2
3.88,3.17,46,48,63,C4
2.77,0.64,51,41,76,B3
2.77,3.17,54,40,47,C1
0.55,3.17,58,39,53,A3
3.88,3.17,40,56,54,C4
1.66,1.9,55,35,44,B1
1.66,0.64,53,58,53,A4
2.77,3.17,46,47,31,C1
3.88,3.17,49,42,52,C4
0.55,3.17,38,44,61,A3
3.88,0.64,58,42,26,C2
1.66,3.17,43,50,59,B2
0.55,3.17,52,41,47,A3
3.88,3.17,58,42,47,C4
1.66,3.17,18,29,49,B2
0.55,1.9,29,45,49,A2
1.66,3.17,54,49,48,B2
0.55,0.64,38,56,46,A1
1.66,1.9,48,50,77,B1
3.88,0.64,52,49,56,C2
3.88,1.9,51,38,56,C3
2.77,0.64,50,38,48,B3
0.55,0.64,56,37,46,A1
1.66,3.17,55,41,61,B2
3.88,3.17,60,59,50,C4
2.77,0.64,58,50,44,B3
1.66,3.17,47,46,45,B2
0.55,1.9,40,46,59,A2
0.55,3.17,55,54,59,A3
3.88,3.17,50,41,58,C4
3.88,3.17,43,58,37,C4
1.66,1.9,56,57,35,B1
3.88,3.17,47,39,73,C4
0.55,1.9,57,44,29,A2
2.77,1.9,46,45,50,B4
0.55,1.9,31,53,47,A2
2.77,1.9,54,38,47,B4
2.77,0.64,43,36,50,B3
1.66,1.9,36,56,47,B1
1.66,3.17,43,39,53,B2
2.77,0.64,59,49,43,B3
1.66,3.17,30,45,61,B2
1.66,1.9,34,53,48,B1
1.66,0.64,22,30,55,A4
1.66,0.64,41,45,77,A4
2.77,1.9,61,53,52,B4
1.66,3.17,41,40,62,B2
0.55,3.17,56,64,43,A3
2.77,1.9,53,47,56,B4
1.66,0.64,58,54,40,A4
3.88,0.64,55,50,51,C2
3.88,1.9,51,42,51,C3
2.77,3.17,54,44,42,C1
0.55,0.64,51,49,36,A1
1.66,3.17,49,46,61,B2
0.55,3.17,34,34,59,A3
0.55,1.9,19,30,54,A2
0.55,3.17,40,47,57,A3
1.66,0.64,43,45,74,A4
1.66,3.17,36,51,48,B2
1.66,3.17,44,57,51,B2
0.55,3.17,53,41,71,A3
1.66,0.64,48,52,44,A4
3.88,3.17,53,31,51,C4
2.77,3.17,46,44,46,C1
3.88,3.17,52,42,63,C4
3.88,0.64,53,52,51,C2
2.77,3.17,56,52,48,C1
1.66,0.64,43,41,37,A4
3.88,0.64,35,49,49,C2
0.55,3.17,58,35,50,A3
2.77,1.9,49,46,64,B4
1.66,3.17,60,43,51,B2
0.55,0.64,54,55,51,A1
2.77,1.9,48,41,60,B4
2.77,3.17,43,40,63,C1
1.66,3.17,46,51,69,B2
2.77,1.9,31,46,54,B4
3.88,3.17,40,41,46,C4
3.88,1.9,28,29,72,C3
1.66,1.9,45,32,65,B1
2.77,0.64,58,53,46,B3
0.55,3.17,57,41,51,A3
3.88,1.9,47,44,42,C3
1.66,0.64,48,25,69,A4
3.88,0.64,54,44,62,C2
2.77,0.64,59,46,55,B3
0.55,3.17,55,38,70,A3
2.77,1.9,57,53,75,B4
2.77,1.9,54,38,41,B4
1.66,3.17,61,59,65,B2
1.66,3.17,53,61,44,B2
1.66,0.64,51,25,59,A4
3.88,1.9,58,55,77,C3
1.66,0.64,50,44,48,A4
2.77,0.64,51,46,56,B3
3.88,3.17,61,68,36,C4
1.66,0.64,38,46,66,A4
0.55,0.64,51,38,80,A1
1.66,0.64,61,48,46,A4
1.66,3.17,43,44,49,B2
2.77,0.64,48,42,38,B3
3.88,1.9,54,29,62,C3
2.77,0.64,37,42,68,B3
2.77,1.9,56,57,34,B4
0.55,1.9,59,49,44,A2
0.55,1.9,54,57,58,A2
1.66,1.9,52,43,65,B1
1.66,0.64,47,22,55,A4
2.77,0.64,50,53,60,B3
1.66,1.9,54,46,37,B1
2.77,1.9,52,43,30,B4
3.88,0.64,55,47,39,C2
1.66,1.9,21,60,39,B1
0.55,3.17,16,45,48,A3
0.55,0.64,45,51,41,A1
0.55,0.64,57,42,57,A1
2.77,0.64,55,52,56,B3
2.77,1.9,39,46,51,B4
0.55,0.64,56,43,58,A1
2.77,0.64,43,47,41,B3
1.66,3.17,34,56,47,B2
0.55,3.17,48,60,59,A3
0.55,3.17,34,49,32,A3
1.66,0.64,53,69,53,A4
0.55,0.64,48,47,51,A1
3.88,3.17,45,40,71,C4
2.77,3.17,20,41,55,C1
3.88,3.17,49,43,49,C4
1.66,0.64,55,59,64,A4
1.66,3.17,47,44,57,B2
1.66,0.64,58,66,47,A4
1.66,1.9,47,53,54,B1
3.88,0.64,51,63,49,C2
2.77,0.64,53,40,28,B3
2.77,3.17,54,43,41,C1
2.77,1.9,50,48,47,B4
2.77,3.17,58,44,75,C1
0.55,1.9,48,42,64,A2
3.88,3.17,43,50,53,C4
2.77,0.64,45,44,69,B3
0.55,1.9,46,38,50,A2
0.55,1.9,60,52,31,A2
0.55,3.17,58,48,32,A3
3.88,3.17,46,50,45,C4
0.55,1.9,56,45,53,A2
0.55,3.17,40,46,53,A3
1.66,0.64,48,43,59,A4
0.55,0.64,56,47,66,A1
1.66,0.64,43,44,59,A4
0.55,1.9,50,54,31,A2
3.88,0.64,12,46,80,C2
0.55,0.64,49,50,28,A1
0.55,1.9,26,50,41,A2
1.66,3.17,44,48,68,B2
2.77,0.64,44,48,78,B3
2.77,1.9,53,41,35,B4
1.66,3.17,17,47,49,B2
1.66,1.9,54,67,58,B1
2.77,3.17,53,51,59,C1
1.66,0.64,55,49,33,A4
2.77,0.64,54,49,64,B3
3.88,0.64,59,51,33,C2
1.66,0.64,46,32,58,A4
1.66,1.9,45,57,30,B1
3.88,1.9,39,39,31,C3
1.66,1.9,56,50,61,B1
0.55,3.17,48,46,41,A3
3.88,1.9,53,41,39,C3
0.55,0.64,50,39,57,A1
0.55,3.17,41,40,54,A3
3.88,0.64,60,65,35,C2
2.77,0.64,51,41,59,B3
1.66,1.9,61,41,49,B1
3.88,1.9,60,51,62,C3
2.77,1.9,60,54,60,B4
2.77,1.9,55,53,64,B4
3.88,3.17,53,50,51,C4
0.55,3.17,48,54,62,A3
2.77,1.9,47,47,48,B4
1.66,1.9,55,44,55,B1
2.77,1.9,54,46,48,B4
2.77,0.64,52,46,72,B3
3.88,3.17,44,40,54,C4
2.77,1.9,42,48,53,B4
3.88,1.9,42,63,69,C3
0.55,1.9,13,50,42,A2
3.88,1.9,58,38,61,C3
2.77,1.9,38,39,61,B4
0.55,0.64,52,47,42,A1
1.66,3.17,52,55,68,B2
3.88,3.17,59,47,51,C4
0.55,0.64,50,42,57,A1
1.66,3.17,41,45,34,B2
2.77,3.17,35,30,42,C1
3.88,3.17,46,51,33,C4
3.88,3.17,53,52,63,C4
3.88,3.17,56,68,46,C4
2.77,3.17,44,44,38,C1
2.77,3.17,54,46,52,C1
0.55,3.17,39,61,71,A3
2.77,0.64,36,52,57,B3
1.66,0.64,54,27,51,A4
2.77,0.64,50,61,64,B3
0.55,3.17,30,49,44,A3
0.55,3.17,46,59,52,A3
2.77,3.17,45,45,73,C1
1.66,1.9,50,42,54,B1
1.66,1.9,41,67,39,B1
0.55,3.17,42,46,60,A3
1.66,0.64,54,40,57,A4
3.88,1.9,60,41,38,C3
3.88,1.9,34,44,62,C3
0.55,0.64,55,30,57,A1
2.77,1.9,60,54,72,B4
1.66,0.64,38,43,75,A4
0.55,0.64,60,43,66,A1
1.66,3.17,57,48,51,B2
3.88,1.9,59,45,80,C3
0.55,3.17,55,59,76,A3
2.77,1.9,52,44,55,B4
3.88,3.17,50,39,58,C4
0.55,3.17,44,43,50,A3
3.88,3.17,55,45,41,C4
3.88,0.64,56,46,43,C2
2.77,3.17,36,44,60,C1
3.88,3.17,48,45,44,C4
3.88,3.17,40,50,61,C4
1.66,1.9,50,49,61,B1
3.88,3.17,49,45,60,C4
1.66,1.9,58,49,39,B1
1.66,0.64,46,31,37,A4
3.88,0.64,43,55,58,C2
3.88,1.9,55,53,64,C3
0.55,0.64,47,45,65,A1
3.88,0.64,50,49,53,C2
3.88,3.17,46,52,70,C4
3.88,3.17,45,43,57,C4
2.77,3.17,40,47,55,C1
3.88,0.64,50,40,33,C2
1.66,3.17,47,43,59,B2
0.55,0.64,45,53,45,A1
3.88,0.64,53,38,49,C2
2.77,3.17,51,41,52,C1
1.66,3.17,54,45,49,B2
3.88,3.17,55,42,52,C4
0.55,0.64,61,38,51,A1
1.66,3.17,47,54,48,B2
0.55,3.17,50,46,55,A3
3.88,0.64,44,29,54,C2
0.55,1.9,59,63,32,A2
1.66,3.17,53,39,52,B2
0.55,1.9,54,58,71,A2
1.66,1.9,49,31,64,B1
1.66,1.9,48,70,51,B1
1.66,0.64,19,54,56,A4
3.88,1.9,53,40,49,C3
3.88,1.9,47,44,50,C3
1.66,1.9,57,49,60,B1
1.66,1.9,49,65,66,B1
2.77,1.9,53,47,66,B4
1.66,1.9,53,43,39,B1
0.55,3.17,49,41,46,A3
1.66,0.64,46,45,46,A4
1.66,1.9,50,43,53,B1
2.77,3.17,50,45,67,C1
3.88,0.64,55,43,60,C2
1.66,3.17,38,67,58,B2
0.55,3.17,28,48,53,A3
3.88,0.64,49,38,62,C2
2.77,3.17,48,45,44,C1
1.66,0.64,56,56,48,A4
0.55,0.64,58,66,55,A1
0.55,0.64,51,46,50,A1
2.77,3.17,55,50,47,C1
0.55,3.17,56,51,50,A3
2.77,3.17,48,53,40,C1
3.88,1.9,43,49,64,C3
3.88,1.9,51,51,44,C3
1.66,1.9,48,55,49,B1
2.77,3.17,45,51,51,C1
0.55,3.17,55,64,58,A3
1.66,1.9,53,48,49,B1
3.88,1.9,42,41,81,C3
3.88,1.9,56,52,44,C3
1.66,0.64,54,47,65,A4
2.77,3.17,52,27,50,C1
3.88,3.17,41,37,79,C4
3.88,1.9,52,50,43,C3
3.88,3.17,48,52,50,C4
3.88,3.17,59,59,54,C4
3.88,1.9,62,49,46,C3
2.77,3.17,56,49,56,C1
3.88,0.64,59,60,52,C2
2.77,0.64,55,46,60,B3
0.55,1.9,54,67,31,A2
3.88,1.9,54,47,62,C3
3.88,3.17,43,49,47,C4
1.66,3.17,18,51,56,B2
3.88,1.9,43,59,57,C3
2.77,3.17,48,42,60,C1
2.77,3.17,61,55,70,C1
1.66,3.17,42,62,36,B2
0.55,3.17,60,52,35,A3
0.55,3.17,41,43,49,A3
0.55,1.9,39,40,56,A2
3.88,3.17,55,42,39,C4
0.55,0.64,53,48,33,A1
3.88,1.9,58,46,63,C3
2.77,1.9,51,45,44,B4
3.88,1.9,59,62,45,C3
3.88,1.9,41,39,63,C3
1.66,1.9,55,40,42,B1
2.77,3.17,44,51,39,C1
0.55,0.64,56,39,43,A1
3.88,1.9,52,62,48,C3
0.55,3.17,42,46,45,A3
1.66,3.17,46,43,57,B2
1.66,3.17,48,54,28,B2
1.66,3.17,54,43,55,B2
0.55,1.9,55,45,61,A2
2.77,3.17,44,48,46,C1
3.88,1.9,28,21,51,C3
3.88,3.17,43,49,42,C4
3.88,0.64,59,52,27,C2
1.66,1.9,47,56,32,B1
3.88,3.17,43,46,56,C4
2.77,1.9,45,37,78,B4
1.66,1.9,34,44,56,B1
2.77,1.9,54,37,55,B4
2.77,1.9,47,54,51,B4
0.55,0.64,49,52,53,A1
3.88,3.17,37,47,62,C4
1.66,3.17,41,53,62,B2
0.55,1.9,25,41,80,A2
3.88,0.64,55,47,78,C2
1.66,1.9,45,59,61,B1
3.88,3.17,52,45,52,C4
0.55,1.9,47,51,53,A2
2.77,0.64,53,48,57,B3
1.66,3.17,51,50,58,B2
1.66,3.17,58,41,65,B2
1.66,0.64,53,39,55,A4
1.66,0.64,47,24,46,A4
3.88,1.9,49,57,59,C3
1.66,3.17,53,23,46,B2
1.66,1.9,59,55,35,B1
3.88,1.9,59,44,48,C3
3.88,3.17,47,62,60,C4
2.77,0.64,54,55,74,B3
2.77,3.17,55,48,78,C1
1.66,3.17,51,49,42,B2
2.77,3.17,55,43,60,C1
3.88,3.17,41,40,58,C4
1.66,3.17,50,61,35,B2
3.88,3.17,49,44,53,C4
3.88,1.9,48,37,51,C3
3.88,3.17,50,53,38,C4
3.88,0.64,47,56,50,C2
3.88,0.64,55,47,55,C2
1.66,0.64,41,44,62,A4
3.88,3.17,57,69,52,C4
0.55,1.9,52,45,30,A2
2.77,0.64,48,55,33,B3
1.66,0.64,44,43,35,A4
3.88,1.9,49,54,63,C3
3.88,3.17,60,38,27,C4
0.55,1.9,45,41,61,A2
2.77,3.17,52,40,60,C1
3.88,0.64,40,50,47,C2
3.88,0.64,42,47,59,C2
2.77,0.64,56,56,39,B3
3.88,0.64,58,43,63,C2
1.66,3.17,46,48,60,B2
0.55,3.17,56,43,47,A3
0.55,0.64,47,70,55,A1
0.55,1.9,45,51,79,A2
3.88,0.64,61,40,37,C2
2.77,1.9,19,40,62,B4
1.66,1.9,49,46,46,B1
2.77,3.17,45,51,44,C1
0.55,1.9,46,44,28,A2
1.66,0.64,38,41,70,A4
3.88,1.9,54,50,41,C3
3.88,3.17,43,54,69,C4
1.66,1.9,58,55,49,B1
0.55,0.64,51,50,39,A1
1.66,1.9,47,50,47,B1
2.77,3.17,36,52,59,C1
1.66,0.64,23,44,59,A4
1.66,1.9,45,55,33,B1
3.88,1.9,44,24,56,C3
3.88,3.17,46,49,57,C4
2.77,0.64,56,51,46,B3
3.88,1.9,49,48,64,C3
1.66,0.64,63,54,72,A4
1.66,3.17,61,50,44,B2
1.66,0.64,55,56,60,A4
0.55,0.64,50,53,58,A1
1.66,3.17,55,41,60,B2
1.66,0.64,50,36,58,A4
2.77,0.64,57,57,60,B3
2.77,0.64,40,47,62,B3
2.77,0.64,38,45,53,B3
3.88,3.17,46,53,52,C4
0.55,1.9,49,48,69,A2
3.88,0.64,58,47,60,C2
2.77,0.64,37,46,51,B3
3.88,1.9,61,54,58,C3
3.88,3.17,54,44,42,C4
2.77,1.9,55,51,62,B4
0.55,3.17,57,47,38,A3
3.88,3.17,38,43,61,C4
1.66,3.17,54,52,50,B2
0.55,0.64,49,47,47,A1
3.88,3.17,56,45,72,C4
2.77,0.64,60,47,48,B3
1.66,3.17,41,47,33,B2
1.66,3.17,50,59,65,B2
0.55,1.9,56,45,43,A2
1.66,1.9,45,44,54,B1
1.66,1.9,56,46,42,B1
2.77,0.64,57,56,62,B3
3.88,3.17,47,54,50,C4
3.88,1.9,56,58,32,C3
3.88,3.17,55,53,69,C4
1.66,0.64,53,48,53,A4
0.55,3.17,51,37,58,A3
0.55,0.64,55,50,42,A1
0.55,3.17,56,46,80,A3
3.88,1.9,57,52,37,C3
3.88,1.9,55,59,53,C3
1.66,0.64,52,45,43,A4
3.88,1.9,52,46,38,C3
0.55,3.17,58,29,69,A3
1.66,3.17,47,40,38,B2
0.55,3.17,35,65,53,A3
3.88,3.17,50,40,57,C4
0.55,0.64,22,45,70,A1
3.88,1.9,43,40,54,C3
1.66,0.64,45,50,54,A4
1.66,1.9,57,50,49,B1
0.55,1.9,43,43,26,A2
1.66,3.17,51,53,67,B2
2.77,1.9,48,36,53,B4
0.55,0.64,43,49,54,A1
2.77,0.64,54,49,59,B3
3.88,3.17,55,46,41,C4
1.66,1.9,54,49,50,B1
3.88,0.64,47,47,62,C2
2.77,3.17,44,43,57,C1
1.66,0.64,47,51,43,A4
3.88,3.17,41,44,69,C4
0.55,3.17,44,50,50,A3
2.77,1.9,44,51,36,B4
3.88,1.9,39,51,44,C3
0.55,0.64,51,48,56,A1
1.66,1.9,49,43,47,B1
3.88,1.9,43,40,62,C3
0.55,3.17,34,52,40,A3
1.66,1.9,39,37,59,B1
2.77,3.17,49,34,77,C1
0.55,0.64,54,53,53,A1
0.55,0.64,45,35,51,A1
3.88,3.17,44,43,63,C4
0.55,3.17,51,60,53,A3
2.77,1.9,57,39,51,B4
3.88,0.64,40,45,57,C2
3.88,1.9,46,54,27,C3
0.55,3.17,37,56,33,A3
1.66,1.9,43,47,49,B1
0.55,0.64,51,46,53,A1
1.66,0.64,51,31,73,A4
0.55,3.17,56,32,36,A3
0.55,1.9,46,25,62,A2
2.77,3.17,55,50,61,C1
0.55,1.9,44,37,67,A2
2.77,0.64,50,55,28,B3
3.88,0.64,52,43,77,C2
0.55,1.9,40,49,53,A2
1.66,3.17,47,50,32,B2
2.77,0.64,58,47,69,B3
0.55,3.17,45,48,64,A3
2.77,3.17,52,60,58,C1
1.66,1.9,45,49,55,B1
1.66,0.64,58,46,62,A4
1.66,3.17,57,52,41,B2
3.88,3.17,54,73,28,C4
3.88,3.17,57,28,53,C4
2.77,3.17,59,47,75,C1
0.55,0.64,56,50,59,A1
1.66,3.17,53,60,52,B2
1.66,3.17,48,27,39,B2
0.55,3.17,50,44,50,A3
1.66,3.17,44,42,55,B2
0.55,0.64,60,40,57,A1
1.66,0.64,34,39,50,A4
1.66,1.9,53,54,52,B1
1.66,0.64,51,46,59,A4
1.66,3.17,32,55,47,B2
3.88,1.9,50,53,38,C3
3.88,1.9,50,53,56,C3
3.88,1.9,57,47,48,C3
3.88,0.64,54,71,52,C2
0.55,0.64,52,46,50,A1
2.77,1.9,56,70,46,B4
0.55,3.17,58,49,31,A3
2.77,0.64,56,53,45,B3
0.55,0.64,54,54,55,A1
3.88,1.9,53,44,45,C3
3.88,0.64,54,38,66,C2
3.88,3.17,49,47,52,C4
3.88,3.17,48,51,52,C4
3.88,0.64,43,35,51,C2
1.66,3.17,51,50,61,B2
2.77,0.64,45,46,67,B3
1.66,0.64,56,44,52,A4
2.77,0.64,41,29,60,B3
0.55,1.9,48,50,32,A2
1.66,3.17,56,44,66,B2
2.77,3.17,46,42,47,C1
1.66,1.9,17,39,62,B1
0.55,1.9,57,45,41,A2
0.55,0.64,42,49,59,A1
2.77,0.64,59,51,50,B3
0.55,3.17,55,66,34,A3
1.66,3.17,44,60,42,B2
3.88,0.64,43,67,46,C2
0.55,0.64,48,54,44,A1
3.88,3.17,52,48,56,C4
3.88,3.17,47,42,53,C4
1.66,0.64,45,57,63,A4
1.66,0.64,53,40,69,A4
1.66,3.17,60,62,45,B2
1.66,1.9,44,52,57,B1
2.77,1.9,50,72,61,B4
1.66,1.9,58,43,51,B1
1.66,1.9,55,46,63,B1
3.88,1.9,56,49,38,C3
2.77,3.17,54,26,44,C1
1.66,3.17,56,46,58,B2
3.88,0.64,50,49,41,C2
0.55,3.17,42,50,55,A3
3.88,0.64,58,38,57,C2
3.88,3.17,55,67,44,C4
3.88,0.64,47,49,49,C2
1.66,3.17,39,51,56,B2
1.66,1.9,46,39,65,B1
0.55,3.17,50,24,37,A3
2.77,0.64,42,45,53,B3
2.77,1.9,44,40,49,B4
2.77,3.17,48,39,58,C1
0.55,3.17,48,41,63,A3
2.77,0.64,58,57,56,B3
3.88,3.17,56,56,58,C4
2.77,1.9,46,45,42,B4
0.55,0.64,55,40,63,A1
0.55,3.17,36,61,54,A3
2.77,0.64,43,39,54,B3
3.88,3.17,48,38,61,C4
1.66,1.9,50,49,39,B1
0.55,1.9,40,56,56,A2
3.88,1.9,56,71,34,C3
0.55,3.17,49,60,60,A3
0.55,3.17,56,44,65,A3
3.88,1.9,48,32,58,C3
1.66,1.9,54,43,58,B1
0.55,3.17,51,51,36,A3
2.77,0.64,59,48,36,B3
0.55,3.17,52,38,32,A3
1.66,0.64,44,35,35,A4
0.55,1.9,50,51,51,A2
3.88,1.9,46,46,49,C3
3.88,3.17,55,49,44,C4
1.66,3.17,52,56,59,B2
1.66,0.64,34,35,64,A4
3.88,0.64,48,44,71,C2
1.66,0.64,51,46,60,A4
3.88,0.64,50,49,53,C2
2.77,3.17,55,46,76,C1
2.77,1.9,60,46,53,B4
3.88,0.64,46,48,39,C2
2.77,1.9,55,52,53,B4
2.77,3.17,52,40,54,C1
1.66,3.17,59,28,68,B2
0.55,0.64,46,47,30,A1
1.66,0.64,52,54,54,A4
1.66,0.64,46,52,64,A4
0.55,0.64,56,43,52,A1
1.66,1.9,55,46,49,B1
1.66,0.64,52,42,49,A4
2.77,3.17,47,58,42,C1
0.55,0.64,49,40,64,A1
2.77,0.64,50,51,48,B3
1.66,1.9,40,47,53,B1
2.77,3.17,49,41,57,C1
1.66,0.64,34,42,62,A4
2.77,1.9,47,43,62,B4
2.77,1.9,46,44,60,B4
3.88,3.17,53,53,50,C4
3.88,3.17,54,49,51,C4
0.55,3.17,59,43,78,A3
3.88,3.17,52,46,69,C4
1.66,1.9,47,57,58,B1
0.55,0.64,54,66,79,A1
2.77,3.17,49,53,61,C1
2.77,3.17,56,39,32,C1
2.77,0.64,52,38,48,B3
1.66,0.64,58,63,55,A4
1.66,0.64,53,47,43,A4
1.66,3.17,40,65,76,B2
3.88,0.64,46,60,57,C2
1.66,3.17,40,50,52,B2
0.55,3.17,44,58,49,A3
2.77,1.9,57,47,51,B4
1.66,3.17,48,34,57,B2
2.77,3.17,55,40,74,C1
3.88,0.64,57,49,54,C2
0.55,3.17,55,46,77,A3
2.77,3.17,52,46,48,C1
0.55,0.64,26,51,62,A1
0.55,3.17,60,44,39,A3
1.66,3.17,43,45,63,B2
2.77,3.17,52,53,68,C1
0.55,3.17,52,46,42,A3
1.66,1.9,55,60,49,B1
3.88,1.9,59,47,42,C3
3.88,1.9,51,37,75,C3
1.66,0.64,46,40,59,A4
1.66,3.17,37,50,40,B2
0.55,3.17,47,48,50,A3
3.88,3.17,30,45,44,C4
3.88,1.9,42,39,45,C3
3.88,1.9,55,30,60,C3
2.77,3.17,48,40,41,C1
1.66,1.9,49,49,58,B1
1.66,0.64,46,56,48,A4
3.88,0.64,48,50,53,C2
0.55,0.64,35,41,26,A1
2.77,1.9,42,41,62,B4
1.66,0.64,20,39,69,A4
2.77,0.64,58,50,50,B3
0.55,3.17,58,68,37,A3
3.88,3.17,51,52,50,C4
3.88,3.17,47,42,48,C4
3.88,3.17,44,51,51,C4
0.55,3.17,42,54,49,A3
3.88,3.17,59,45,63,C4
3.88,1.9,58,49,52,C3
2.77,0.64,44,45,38,B3
2.77,0.64,46,46,46,B3
1.66,3.17,45,47,54,B2
2.77,0.64,58,44,60,B3
3.88,1.9,48,51,59,C3
3.88,1.9,39,72,42,C3
2.77,0.64,52,32,33,B3
2.77,1.9,49,42,48,B4
2.77,0.64,53,56,61,B3
0.55,3.17,54,46,44,A3
2.77,1.9,50,58,50,B4
0.55,1.9,55,46,45,A2
0.55,0.64,37,41,37,A1
2.77,0.64,54,47,40,B3
1.66,0.64,46,49,51,A4
3.88,3.17,50,31,49,C4
1.66,0.64,52,49,58,A4
0.55,3.17,56,73,59,A3
3.88,3.17,48,45,49,C4
3.88,0.64,55,45,49,C2
1.66,1.9,41,47,57,B1
1.66,1.9,47,47,50,B1
1.66,3.17,51,47,58,B2
1.66,1.9,48,59,49,B1
1.66,0.64,55,43,49,A4
2.77,0.64,52,49,47,B3
1.66,1.9,57,43,41,B1
2.77,0.64,58,51,58,B3
2.77,0.64,50,52,47,B3
2.77,0.64,39,39,44,B3
2.77,0.64,55,40,54,B3
2.77,3.17,43,46,52,C1
3.88,1.9,28,40,53,C3
1.66,1.9,46,39,55,B1
0.55,3.17,49,47,41,A3
1.66,3.17,42,31,38,B2
3.88,1.9,49,46,51,C3
1.66,0.64,46,45,57,A4
2.77,1.9,59,47,66,B4
3.88,1.9,48,57,51,C3
1.66,0.64,36,68,61,A4
2.77,3.17,52,42,27,C1
0.55,1.9,55,64,29,A2
1.66,1.9,49,23,52,B1
1.66,1.9,49,53,65,B1
0.55,1.9,49,40,63,A2
1.66,0.64,53,53,46,A4
2.77,1.9,57,45,46,B4
2.77,3.17,36,45,64,C1
3.88,1.9,45,72,58,C3
2.77,3.17,58,43,61,C1
1.66,0.64,56,51,52,A4
1.66,0.64,43,49,49,A4
2.77,3.17,11,45,63,C1
3.88,0.64,49,57,77,C2
1.66,1.9,39,61,51,B1
3.88,1.9,45,44,51,C3
2.77,3.17,51,50,45,C1
3.88,3.17,59,26,53,C4
0.55,3.17,60,44,73,A3
0.55,3.17,40,43,60,A3
3.88,0.64,49,59,29,C2
3.88,3.17,53,58,59,C4
3.88,1.9,45,43,62,C3
1.66,3.17,54,41,40,B2
3.88,3.17,14,49,39,C4
0.55,3.17,22,51,30,A3
3.88,3.17,51,57,41,C4
1.66,0.64,16,45,62,A4
2.77,0.64,35,51,38,B3
3.88,3.17,58,42,53,C4
0.55,3.17,58,50,57,A3
3.88,1.9,58,57,45,C3
2.77,0.64,51,56,52,B3
1.66,3.17,42,52,73,B2
3.88,0.64,60,72,43,C2
2.77,0.64,46,59,51,B3
0.55,3.17,48,47,59,A3
1.66,1.9,53,39,51,B1
1.66,1.9,11,68,54,B1
3.88,0.64,48,48,40,C2
2.77,1.9,49,50,53,B4
1.66,1.9,57,54,57,B1
1.66,1.9,58,53,58,B1
3.88,3.17,44,44,73,C4
1.66,0.64,52,51,57,A4
0.55,1.9,47,39,60,A2
1.66,1.9,51,56,50,B1
0.55,3.17,43,61,35,A3
1.66,3.17,50,45,46,B2
3.88,3.17,54,50,58,C4
